Unnamed: 0,claim_text,premise_texts,year,quarter,label,argument,temporal_label,,,,,
1426,It’s an increasingly important use case for us.,And people are already using Facebook to share during real-time events. So this gives people to share a place to share that one event and participate in it.,2015,Q4,0,It’s an increasingly important use case for us. And people are already using Facebook to share during real-time events. So this gives people to share a place to share that one event and participate in it.,0,Correct,,,,
1053,"So in Q1 of this year, subscription services revenue would have been lower, but for this new standard.",And then the line item subscription services revenue that increased about 56% ex-FX year-over-year. Prime memberships are included in that line. Again beginning in the first quarter we now recognize annual Prime membership revenue straight line over the 12-month period. Prior to 2018 we recognized this revenue over the 12-month period with more revenue allocated to the fourth quarter each year.,2018,Q1,1,"So in Q1 of this year, subscription services revenue would have been lower, but for this new standard. And then the line item subscription services revenue that increased about 56% ex-FX year-over-year. Prime memberships are included in that line. Again beginning in the first quarter we now recognize annual Prime membership revenue straight line over the 12-month period. Prior to 2018 we recognized this revenue over the 12-month period with more revenue allocated to the fourth quarter each year.",2,Wrong,,,,
1851,APAC benefited from some of the product optimizations we did in the quarter.,One thing that I would cite there its just how we manage ad load and balance some of our internal promotion units and sort of use it as internal house spend and the nature of the changes that we made in that had a more pronounced impact in some of the lower ARPU countries and unlocked more impression growth in those markets.,2019,Q3,2,APAC benefited from some of the product optimizations we did in the quarter. One thing that I would cite there its just how we manage ad load and balance some of our internal promotion units and sort of use it as internal house spend and the nature of the changes that we made in that had a more pronounced impact in some of the lower ARPU countries and unlocked more impression growth in those markets.,0,Wrong,,,,
1622,"So on the Echo, we like what - how Echo has done.",As you probably saw from the press release we had a good Q4 where we did almost doubled or double what we did last year.,2015,Q4,2,"So on the Echo, we like what - how Echo has done. As you probably saw from the press release we had a good Q4 where we did almost doubled or double what we did last year.",2,Correct,,,,
2048,"From the payments side, WhatsApp Payments will be a part of Facebook Pay.",I mean we announced this program last year that basically well make it so if you pay for something in any of our apps you only need to enter your credit card once and then you can use that to have a more frictionless checkout experience across the other apps.,2019,Q4,1,"From the payments side, WhatsApp Payments will be a part of Facebook Pay. I mean we announced this program last year that basically well make it so if you pay for something in any of our apps you only need to enter your credit card once and then you can use that to have a more frictionless checkout experience across the other apps.",0,Wrong,,,,
109,"We didn’t see anything in Q4 that indicated broad-based macro weakness beyond of course the impact that FX was having, which was pretty significant.",I mean we saw the impact in places like Brazil where you’ve gotten in currency headwind of over 30%.,2015,Q4,2,"We didn’t see anything in Q4 that indicated broad-based macro weakness beyond of course the impact that FX was having, which was pretty significant. I mean we saw the impact in places like Brazil where you’ve gotten in currency headwind of over 30%.",2,Correct,,,,
1961,"Again, we like our position, our industry leading position in the cloud space, and we're working on things that would incent more and more customers to accelerate their cloud conversion.",The lower prices and services that we offer and as I said well work on things that will make it easier and easier for customers to work with us with their hybrid data centers or transfer their volume to us.,2016,Q2,0,"Again, we like our position, our industry leading position in the cloud space, and we're working on things that would incent more and more customers to accelerate their cloud conversion. The lower prices and services that we offer and as I said well work on things that will make it easier and easier for customers to work with us with their hybrid data centers or transfer their volume to us.",0,Correct,,,,
888,I mean that’s the biggest opportunity is to be able to get into space.,I mean one of the things that I always think about it for all the success we’ve had in our server business we were a low share player. We have a very good business in SQL Server we have perhaps the most competitive SQL Server product ever in SQL 2014 which is growing nicely. But if you look at what is secular in terms of growth going forward it’s data data management in a variety of new ways.,2015,Q1,0,I mean that’s the biggest opportunity is to be able to get into space. I mean one of the things that I always think about it for all the success we’ve had in our server business we were a low share player. We have a very good business in SQL Server we have perhaps the most competitive SQL Server product ever in SQL 2014 which is growing nicely. But if you look at what is secular in terms of growth going forward it’s data data management in a variety of new ways.,1,Wrong,,,,
1723,"But we think we offer something pretty compelling, which is the reach of Facebook with very unique targeting.",So on Facebook you can target an ad by district by interest. Ben Carson ran 240 different ads targeted at different audiences and so were starting to see candidates use our platform to communicate to advertise and to share.,2015,Q3,0,"But we think we offer something pretty compelling, which is the reach of Facebook with very unique targeting. So on Facebook you can target an ad by district by interest. Ben Carson ran 240 different ads targeted at different audiences and so were starting to see candidates use our platform to communicate to advertise and to share.",0,Correct,,,,
965,"And it's going to depend obviously also on regional mixes too,",because some regions have obviously lower prices.,2016,Q4,0,"And it's going to depend obviously also on regional mixes too, because some regions have obviously lower prices.",0,Correct,,,,
2094,"But on the shopping product itself, it is still very early days and we're working to improve the product and it's quite small.",We started testing in Q3 shopping ads the idea that shoppers can tap on ad see a product description page and can purchase from the business mobile site.,2019,Q3,2,"But on the shopping product itself, it is still very early days and we're working to improve the product and it's quite small. We started testing in Q3 shopping ads the idea that shoppers can tap on ad see a product description page and can purchase from the business mobile site.",2,Correct,,,,
1528,"And I apologize, I didn't answer Marks last component, so let me just go back and I had forgotten, which was, was there anything unique in the expiry base for Q1, the answer is, it is up a little year-over-year, but in certainly not through the same type of Q4 comparable.",When we tend to have these we tried to call them out like we did in Q3 leading into Q4. So Q1 I would say is just up a little.,2017,Q4,2,"And I apologize, I didn't answer Marks last component, so let me just go back and I had forgotten, which was, was there anything unique in the expiry base for Q1, the answer is, it is up a little year-over-year, but in certainly not through the same type of Q4 comparable. When we tend to have these we tried to call them out like we did in Q3 leading into Q4. So Q1 I would say is just up a little.",1,Wrong,,,,
1249,"So the fulfillment network as we built it, yes, they'll be more productive next year than they are this holiday peak and probably even more productive in 2018.",So I cant forecast it for you into next year quite yet but we certainly had productivity add additional cost to Q3 and even into Q4 of this year as we build the additional capacity. Again the underlying reason for that capacity build is the strength in paid units and even more so in the units that were fulfilling driven by our FBA program.,2016,Q3,1,"So the fulfillment network as we built it, yes, they'll be more productive next year than they are this holiday peak and probably even more productive in 2018. So I cant forecast it for you into next year quite yet but we certainly had productivity add additional cost to Q3 and even into Q4 of this year as we build the additional capacity. Again the underlying reason for that capacity build is the strength in paid units and even more so in the units that were fulfilling driven by our FBA program.",0,Wrong,,,,
1182,"When you think about mobile app install ads, those are an important but relatively small part of our revenue.",The important thing to understand here is that theyre not only used by developers theyre used by all four marketer segments. So for example HBO used our video retargeting mobile app install ads on Facebook to drive downloads at HBO now and Facebook is now the number one channel driving subscribers. And I think when people think about our mobile app install ads they often think this only applies to developers and small companies and really its them as well but its also companies like HBO which are using those ads to drive adoption and downloads.,2015,Q2,0,"When you think about mobile app install ads, those are an important but relatively small part of our revenue. The important thing to understand here is that theyre not only used by developers theyre used by all four marketer segments. So for example HBO used our video retargeting mobile app install ads on Facebook to drive downloads at HBO now and Facebook is now the number one channel driving subscribers. And I think when people think about our mobile app install ads they often think this only applies to developers and small companies and really its them as well but its also companies like HBO which are using those ads to drive adoption and downloads.",0,Correct,,,,
58,And the third is Facebook – our own product changes.,For example in the fall we plan to roll out our tool for seeing and clearing your off-Facebook browsing history. In addition we’ve introduced restrictions on the use of certain targeting criteria from some ads.,2019,Q1,0,And the third is Facebook – our own product changes. For example in the fall we plan to roll out our tool for seeing and clearing your off-Facebook browsing history. In addition we’ve introduced restrictions on the use of certain targeting criteria from some ads.,0,Correct,,,,
1861,"We've been pretty clear that this business is all about creating new functionality for customers, giving price cuts and then working on the operating efficiencies.","The new services and features last year were over 1,000 versus 700 or so the – excuse me in 2015.",2016,Q4,1,"We've been pretty clear that this business is all about creating new functionality for customers, giving price cuts and then working on the operating efficiencies. The new services and features last year were over 1,000 versus 700 or so the – excuse me in 2015.",1,Correct,,,,
1090,"We did a little better in the quarter than I expected, but inventory levels are a little higher.",I expect to work through that in Q2 I mean Q3.,2016,Q2,2,"We did a little better in the quarter than I expected, but inventory levels are a little higher. I expect to work through that in Q2 I mean Q3.",1,Wrong,,,,
1339,"On Instagram, we are opening up to more advertisers.",Were also opening up more capabilities which means more formats like direct response more ways to buy like self-serve. I talked about some of our global rollouts in the past quarter.,2015,Q2,2,"On Instagram, we are opening up to more advertisers. Were also opening up more capabilities which means more formats like direct response more ways to buy like self-serve. I talked about some of our global rollouts in the past quarter.",0,Wrong,,,,
218,We continue to be pleased with the growth of Instagram both on a user basis and on a revenue basis.,It continues to make an increasing contribution to the business.,2017,Q4,0,We continue to be pleased with the growth of Instagram both on a user basis and on a revenue basis. It continues to make an increasing contribution to the business.,0,Correct,,,,
1386,"I would say that we are still very bullish on our Prime Instant Video, especially our new original content we've created.",We think its being critically acclaimed and also a big hit with customers. Man in the High Castle is coming out shortly as is the second season of Transparent which won Emmys this year. So were really excited about the creative team weve assembled and the products that theyve been able to bring to Prime customers. And we still like the customer reaction. Free trial conversion rates are higher when Prime members stream and they also renew at a higher rate their annual subscriptions.,2015,Q3,0,"I would say that we are still very bullish on our Prime Instant Video, especially our new original content we've created. We think its being critically acclaimed and also a big hit with customers. Man in the High Castle is coming out shortly as is the second season of Transparent which won Emmys this year. So were really excited about the creative team weve assembled and the products that theyve been able to bring to Prime customers. And we still like the customer reaction. Free trial conversion rates are higher when Prime members stream and they also renew at a higher rate their annual subscriptions.",0,Correct,,,,
199,So we are really pleased with the customer response to our growing one-day offering.,In Q2 we had a meaningful step up in the one-day shipments primarily in North America. And volume -- one-day volume was accelerating throughout the quarter.,2019,Q2,2,So we are really pleased with the customer response to our growing one-day offering. In Q2 we had a meaningful step up in the one-day shipments primarily in North America. And volume -- one-day volume was accelerating throughout the quarter.,2,Correct,,,,
1543,"Yeah, what I can tell you is that yes, the unit growth has been reaccelerated in the last two quarters and actually Amazon Fulfilled unit growth is growing at a higher clip.",So we do attribute it to One Day.,2019,Q3,0,"Yeah, what I can tell you is that yes, the unit growth has been reaccelerated in the last two quarters and actually Amazon Fulfilled unit growth is growing at a higher clip. So we do attribute it to One Day.",0,Correct,,,,
44,"So particularly in North America, I would say there's the volume -- the strong volume -- top line volume, combined with increased advertising revenues and also very clean operational performance.",I would also point out AWS had a strong quarter accelerating growth versus Q3 and also expanding operating margins by 100 basis points.,2017,Q4,2,"So particularly in North America, I would say there's the volume -- the strong volume -- top line volume, combined with increased advertising revenues and also very clean operational performance. I would also point out AWS had a strong quarter accelerating growth versus Q3 and also expanding operating margins by 100 basis points.",2,Correct,,,,
1901,"I would just say that, our growth is coming from customers that span from start-ups to enterprise customers to government agencies, and they start small and then they continue to build and shift their businesses to us, and many of them have gone – a large number have gone all-in on AWS, and have had a chance to lower their cost structures as a result.",Id count Amazon in that category because on the consumer side of the business we increasingly see infrastructure savings due to the conversion to AWS resources.,2018,Q2,0,"I would just say that, our growth is coming from customers that span from start-ups to enterprise customers to government agencies, and they start small and then they continue to build and shift their businesses to us, and many of them have gone – a large number have gone all-in on AWS, and have had a chance to lower their cost structures as a result. Id count Amazon in that category because on the consumer side of the business we increasingly see infrastructure savings due to the conversion to AWS resources.",0,Correct,,,,
1758,"So Instagram ads, now that we've rolled out as we have this past quarter and gotten to a really good product offering, combined the creative format of Instagram which is very visually compelling and has a lot of engagement from people with the back-end infrastructure and marketer base that Facebook has.",On Instagram we think that with Facebook and Instagram we now have the two most important mobile platforms out there. And what we bring to this is a common ad infrastructure.,2015,Q3,2,"So Instagram ads, now that we've rolled out as we have this past quarter and gotten to a really good product offering, combined the creative format of Instagram which is very visually compelling and has a lot of engagement from people with the back-end infrastructure and marketer base that Facebook has. On Instagram we think that with Facebook and Instagram we now have the two most important mobile platforms out there. And what we bring to this is a common ad infrastructure.",0,Wrong,,,,
1727,We're also very focused on extending measurement partnerships and third-party verification.,This last quarter we extended viewability measurement to the Audience Network added another verification partner DoubleVerify for video and display measurement and introduced our MMM [Marketing Mix Modeling] portal so that we can help people measure across all of the different platforms and compare the effectiveness of their ad spend no matter what their end goal is.,2017,Q1,2,We're also very focused on extending measurement partnerships and third-party verification. This last quarter we extended viewability measurement to the Audience Network added another verification partner DoubleVerify for video and display measurement and introduced our MMM [Marketing Mix Modeling] portal so that we can help people measure across all of the different platforms and compare the effectiveness of their ad spend no matter what their end goal is.,0,Wrong,,,,
786,So we're very happy with that.,Keep in mind that we did have a - although the year-over-year increase in capital expenditures and capital leases was not as great as we saw in 2013 to 2014 we did spend over $9 billion on those on capital expenditures and capital lease obligations up from prior year was excuse me…,2015,Q4,1,So we're very happy with that. Keep in mind that we did have a - although the year-over-year increase in capital expenditures and capital leases was not as great as we saw in 2013 to 2014 we did spend over $9 billion on those on capital expenditures and capital lease obligations up from prior year was excuse me…,1,Correct,,,,
1486,And those are the things that really give us the ability to have good margin structure for our cloud efforts.,Just to add one thing that I’d say is sort of -- to Mark’s question which is in particular on Azure we have some commodity workloads but we also have many differentiated higher margin workloads especially in the Enterprise Mobility Suite is what I’d call out is a good example of an infrastructure workload completely in the cloud that has got a very different margin structure.,2015,Q1,0,And those are the things that really give us the ability to have good margin structure for our cloud efforts. Just to add one thing that I’d say is sort of -- to Mark’s question which is in particular on Azure we have some commodity workloads but we also have many differentiated higher margin workloads especially in the Enterprise Mobility Suite is what I’d call out is a good example of an infrastructure workload completely in the cloud that has got a very different margin structure.,0,Correct,,,,
472,"So that's one of the reasons why you hear us talk about quantum as the long-term goal, but you can fully expect us to take a lot of learnings, advances in that roadmap and bring them to market earlier.",So thats how we look at it but you got to remember that before Quantum there are many byproducts of a quantum effort that have significant implications on how we get more competitive efficient in terms of providing computing to the world.,2019,Q2,0,"So that's one of the reasons why you hear us talk about quantum as the long-term goal, but you can fully expect us to take a lot of learnings, advances in that roadmap and bring them to market earlier. So thats how we look at it but you got to remember that before Quantum there are many byproducts of a quantum effort that have significant implications on how we get more competitive efficient in terms of providing computing to the world.",0,Correct,,,,
192,"And we like – we continue to see, like what we see in India.",In Q4 Amazon India was the top e-commerce site in India throughout the very busy diwali shopping season including the shopping season according to comScore. And sales by sellers in Q4 were greater than all of 2014 combined in Q4. So seeing great progress with downloads innovations for sellers and customers alike.,2015,Q4,2,"And we like – we continue to see, like what we see in India. In Q4 Amazon India was the top e-commerce site in India throughout the very busy diwali shopping season including the shopping season according to comScore. And sales by sellers in Q4 were greater than all of 2014 combined in Q4. So seeing great progress with downloads innovations for sellers and customers alike.",2,Correct,,,,
146,"The business continues to perform very well, driven off the strength of our mobile News Feed apps business, and really consistent with the trend we've seen in the last several quarters, we would expect that year-over-year ads growth rate to decline modestly in Q3 and Q4, and it's really",because were delivering growth against a much larger scale News Feed business in the prior-year period and also of course headwinds are an impact as well as you mentioned.,2015,Q2,2,"The business continues to perform very well, driven off the strength of our mobile News Feed apps business, and really consistent with the trend we've seen in the last several quarters, we would expect that year-over-year ads growth rate to decline modestly in Q3 and Q4, and it's really because were delivering growth against a much larger scale News Feed business in the prior-year period and also of course headwinds are an impact as well as you mentioned.",1,Wrong,,,,
460,We continue to expand the coverage for delivery.,We have delivery from 75 - into 75 U.S. metros through the Prime Now app and we also have pickup in over 30 metros also through the Prime Now app.,2019,Q1,0,We continue to expand the coverage for delivery. We have delivery from 75 - into 75 U.S. metros through the Prime Now app and we also have pickup in over 30 metros also through the Prime Now app.,0,Correct,,,,
890,"We continue to say that, but we are very encouraged with what we've created with customers and sellers alike in India over the last few years.",We continue to develop new functionality for that country whether its delivery whether its seller features. We rolled out Prime last summer if youll remember and we recently launched Prime Video there.,2016,Q4,0,"We continue to say that, but we are very encouraged with what we've created with customers and sellers alike in India over the last few years. We continue to develop new functionality for that country whether its delivery whether its seller features. We rolled out Prime last summer if youll remember and we recently launched Prime Video there.",0,Correct,,,,
1366,We want to continue to invest in the business in all the areas where we think is critical for us to invest.,So you see that we make significant investments in R&D. Youve seen the growth rates over the last couple of years. We are making important investments in data centers because we want to support our services business. We continue to open retail stores around the world. We continue to invest in marketing and advertising. So what youve seen for example in fiscal 2016 youve seen investments in R&D growing at 25% and then our SG&A expenses to be about flat. If you step back for a second and you look at our implied guidance for the December quarter we got an expense to revenue ratio of 9%.,2016,Q4,1,We want to continue to invest in the business in all the areas where we think is critical for us to invest. So you see that we make significant investments in R&D. Youve seen the growth rates over the last couple of years. We are making important investments in data centers because we want to support our services business. We continue to open retail stores around the world. We continue to invest in marketing and advertising. So what youve seen for example in fiscal 2016 youve seen investments in R&D growing at 25% and then our SG&A expenses to be about flat. If you step back for a second and you look at our implied guidance for the December quarter we got an expense to revenue ratio of 9%.,2,Wrong,,,,
1363,And so I see a lot of the factors moving in the right direction there.,But this year or this year and next year there are enormous investments going in on 4G and we couldnt be more excited about that because it really takes a great network working with iPhone to produce that great experience for people.,2016,Q4,2,And so I see a lot of the factors moving in the right direction there. But this year or this year and next year there are enormous investments going in on 4G and we couldnt be more excited about that because it really takes a great network working with iPhone to produce that great experience for people.,0,Wrong,,,,
1177,So it is a little bit higher due to that program.,The other issue is there the other reason is that we are also doing a lot of conversion of temp workers to full-time workers purposefully. There is a metric employment of full-time hires.,2015,Q3,0,So it is a little bit higher due to that program. The other issue is there the other reason is that we are also doing a lot of conversion of temp workers to full-time workers purposefully. There is a metric employment of full-time hires.,0,Correct,,,,
664,"We are continuing to drive operational improvement in every business that we are in, but we are also investing in large opportunities that are in front of us, particularly in Marketplace Prime and AWS.",If you saw our shareholder letter this year I think Jeff Bezos put it really well. He said were going to look for things that are important to customers customers love them businesses that can grow to be a large size that can generate a high return on invested capital and are durable and can last for decades.,2015,Q2,1,"We are continuing to drive operational improvement in every business that we are in, but we are also investing in large opportunities that are in front of us, particularly in Marketplace Prime and AWS. If you saw our shareholder letter this year I think Jeff Bezos put it really well. He said were going to look for things that are important to customers customers love them businesses that can grow to be a large size that can generate a high return on invested capital and are durable and can last for decades.",0,Wrong,,,,
1046,"And so the nut of the idea is that I think there's still really, really good business in the developed markets, so I wouldn't want to write those off.",If you look at our installed base of iPhone today versus two years ago its increased by 80%.,2016,Q2,0,"And so the nut of the idea is that I think there's still really, really good business in the developed markets, so I wouldn't want to write those off. If you look at our installed base of iPhone today versus two years ago its increased by 80%.",0,Correct,,,,
1841,"Yeah, on a deferred revenue balances, as we've said in the past, the primary drivers of that increase are both the activity that we're seeing with our AWS customers and the purchase of Reserved Instances and prepaid credits for their account, as well as Prime member purchases.",Certainly the – part of that increase in deferred balances is related to Reserved Instances. As customers get more comfortable and begin to put more sustained workloads into the AWS services through buying RIs theyre able to get fairly significant discounts on their usage.,2017,Q1,0,"Yeah, on a deferred revenue balances, as we've said in the past, the primary drivers of that increase are both the activity that we're seeing with our AWS customers and the purchase of Reserved Instances and prepaid credits for their account, as well as Prime member purchases. Certainly the – part of that increase in deferred balances is related to Reserved Instances. As customers get more comfortable and begin to put more sustained workloads into the AWS services through buying RIs theyre able to get fairly significant discounts on their usage.",0,Correct,,,,
284,The Chinese developers are coming on in significant numbers.,We’ve now made payments to developers in Greater China of almost $5 billion over half of which was in the last 12 months.,2015,Q2,1,The Chinese developers are coming on in significant numbers. We’ve now made payments to developers in Greater China of almost $5 billion over half of which was in the last 12 months.,0,Wrong,,,,
405,"Just on the OpEx question, I think the key is that we're investing in our near, mid-term, and long-term priorities,",so in the near-term were investing to grow the community execute on the existing business both on the product side and then the advertising and sales force side. And in the mid-term were building out those next-generation of services to be great businesses that reach their full potential so thats Instagram WhatsApp Messenger. And then in the long-term were investing in areas like the next-generation computing platform internet.org AI.,2015,Q1,0,"Just on the OpEx question, I think the key is that we're investing in our near, mid-term, and long-term priorities, so in the near-term were investing to grow the community execute on the existing business both on the product side and then the advertising and sales force side. And in the mid-term were building out those next-generation of services to be great businesses that reach their full potential so thats Instagram WhatsApp Messenger. And then in the long-term were investing in areas like the next-generation computing platform internet.org AI.",0,Correct,,,,
1075,"So, I think video has been pretty important.",It’s really followed technological change if you think back even four years you can’t really take a video a lot of videos buffered on your phone.,2019,Q2,0,"So, I think video has been pretty important. It’s really followed technological change if you think back even four years you can’t really take a video a lot of videos buffered on your phone.",0,Correct,,,,
1825,We've been working and continue to work very hard on capital productivity.,But again we are spending almost $10 billion. Those totaled $9.5 billion in the trailing 12 months and it was up 7% from the 12-month period ending this quarter last year. I will point out that the prior year was $6.1 billion. So we have stepped up investment although it did not go up as much year-over-year this quarter we are still spending almost $10 billion on what essentially is fulfillment capacity in support of really strong growth unit growth and FBA and global expansion and then also on AWS additional capacity for existing customers as they grow their business and also new regions.,2016,Q1,2,We've been working and continue to work very hard on capital productivity. But again we are spending almost $10 billion. Those totaled $9.5 billion in the trailing 12 months and it was up 7% from the 12-month period ending this quarter last year. I will point out that the prior year was $6.1 billion. So we have stepped up investment although it did not go up as much year-over-year this quarter we are still spending almost $10 billion on what essentially is fulfillment capacity in support of really strong growth unit growth and FBA and global expansion and then also on AWS additional capacity for existing customers as they grow their business and also new regions.,0,Wrong,,,,
1018,"Secondly, we're continuing to make big investments in innovation.",The things that I would point to are things like AI as well as our investments in AR and VR.,2018,Q2,0,"Secondly, we're continuing to make big investments in innovation. The things that I would point to are things like AI as well as our investments in AR and VR.",0,Correct,,,,
1156,"So we continue to build for high AFN, or Amazon Fulfilled Network demand, including both retail and FBA.",Because paid unit growth continues to be strong and Amazon fulfilled unit growth which includes what we ship includes FBA is significantly higher than even that. The number of warehouses that we added represents a 30% increase in square footage year-over-year. Last year we increased square footage by just under 20%.,2016,Q3,0,"So we continue to build for high AFN, or Amazon Fulfilled Network demand, including both retail and FBA. Because paid unit growth continues to be strong and Amazon fulfilled unit growth which includes what we ship includes FBA is significantly higher than even that. The number of warehouses that we added represents a 30% increase in square footage year-over-year. Last year we increased square footage by just under 20%.",0,Correct,,,,
2039,"So on the first, Atlas is really important",because its solving a measurement problem which is that the current systems for serving and measuring ads are really flawed. They basically assume that you are one person on one of device and we know thats not true. They are only about 65% accurate in demographic targeting they dont work on mobile because they are cookie based they dont work on multiple devices they dont go off-line to on-line and they overemphasize the last click and reach.,2015,Q2,0,"So on the first, Atlas is really important because its solving a measurement problem which is that the current systems for serving and measuring ads are really flawed. They basically assume that you are one person on one of device and we know thats not true. They are only about 65% accurate in demographic targeting they dont work on mobile because they are cookie based they dont work on multiple devices they dont go off-line to on-line and they overemphasize the last click and reach.",0,Correct,,,,
453,Same thing with our Dynamics business.,EMS  it’s completely a new category. We never had that kind of a management footprint. We now have the ability to have one control plane for IT for all the devices identity management device management data protection.,2015,Q3,0,Same thing with our Dynamics business. EMS  it’s completely a new category. We never had that kind of a management footprint. We now have the ability to have one control plane for IT for all the devices identity management device management data protection.,0,Correct,,,,
1568,So the invention level is still really high.,Prime Now I guess my comments are that its in 50 cities worldwide its across 9 countries. It is different than – we have multiple options for you in grocery delivery. We have the delivery services – so AmazonFresh and Prime Now which serve a certain need. We have a traditional grocery store now with Whole Foods and then we have the combination of those two with home delivery and were using Prime Now or Whole Foods products through Prime Now to make those deliveries as well as the new kind of stores with Amazon Go that were experimenting with.,2018,Q2,0,So the invention level is still really high. Prime Now I guess my comments are that its in 50 cities worldwide its across 9 countries. It is different than – we have multiple options for you in grocery delivery. We have the delivery services – so AmazonFresh and Prime Now which serve a certain need. We have a traditional grocery store now with Whole Foods and then we have the combination of those two with home delivery and were using Prime Now or Whole Foods products through Prime Now to make those deliveries as well as the new kind of stores with Amazon Go that were experimenting with.,0,Correct,,,,
799,We'll see more cost in Q3.,We had a meaningful step up in North America in Q2 and it was accelerating through the quarter.,2019,Q2,0,We'll see more cost in Q3. We had a meaningful step up in North America in Q2 and it was accelerating through the quarter.,1,Wrong,,,,
1252,"I think we, because the Watch is relatively young.",We havent seen enough upgrade cycles to really establish a pattern as yet. And as Ive mentioned before 3 out of 4 customers buying an Apple Watch currently or last quarter I should say were buying an Apple Watch for the first time.,2019,Q4,0,"I think we, because the Watch is relatively young. We havent seen enough upgrade cycles to really establish a pattern as yet. And as Ive mentioned before 3 out of 4 customers buying an Apple Watch currently or last quarter I should say were buying an Apple Watch for the first time.",0,Correct,,,,
321,And I’m so excited about the space.,I don’t want to miss this one other big scenario which is Cortana  that’s perhaps the thing that’s going to change personal productivity even most and especially with Windows 10 and how Cortana comes to Windows both to the browser as well as to the start I think it completely change what personal productivity software mean from a day-to-day experience as well.,2015,Q3,0,And I’m so excited about the space. I don’t want to miss this one other big scenario which is Cortana  that’s perhaps the thing that’s going to change personal productivity even most and especially with Windows 10 and how Cortana comes to Windows both to the browser as well as to the start I think it completely change what personal productivity software mean from a day-to-day experience as well.,0,Correct,,,,
257,So I would say that I would look back on the performance in 2018 and say that that was great work with a - on a lot of efficiency as we also banked a lot of capacity that had been built previously.,It is not only investing but also working on efficiencies adding new products and features for customers. And as we lower costs we pass those along to customers either through new rates or new deals that we have.,2019,Q1,1,So I would say that I would look back on the performance in 2018 and say that that was great work with a - on a lot of efficiency as we also banked a lot of capacity that had been built previously. It is not only investing but also working on efficiencies adding new products and features for customers. And as we lower costs we pass those along to customers either through new rates or new deals that we have.,1,Correct,,,,
2019,"Starting with the June quarter, typically we see a decline in gross margin going from the March quarter to the June quarter.",Last year we were down 40 bps. Two years ago we were down 140 bps.,2018,Q3,1,"Starting with the June quarter, typically we see a decline in gross margin going from the March quarter to the June quarter. Last year we were down 40 bps. Two years ago we were down 140 bps.",0,Wrong,,,,
434,The reason I'm so excited about AR is I view that it amplifies human performance instead of isolates humans.,And so as you know its the mix of the virtual and the physical world and so it should be a help for humanity not an isolation kind of thing for humanity.,2017,Q4,0,The reason I'm so excited about AR is I view that it amplifies human performance instead of isolates humans. And so as you know its the mix of the virtual and the physical world and so it should be a help for humanity not an isolation kind of thing for humanity.,0,Correct,,,,
874,We expected a step up in 2019.,We didnt see as much of it in Q1 mainly because of the timing of the seasonality of the year and getting things going. We’re seeing more of it in Q2 and well see it through the remainder of the year.,2019,Q2,2,We expected a step up in 2019. We didnt see as much of it in Q1 mainly because of the timing of the seasonality of the year and getting things going. We’re seeing more of it in Q2 and well see it through the remainder of the year.,2,Correct,,,,
276,The other thing I would add to that is that the margin you see in any quarter is really the output of our rate of investment at some places and drive for efficiencies in others.,And were not really trying to optimize for any particular number in a given quarter.,2016,Q1,0,The other thing I would add to that is that the margin you see in any quarter is really the output of our rate of investment at some places and drive for efficiencies in others. And were not really trying to optimize for any particular number in a given quarter.,0,Correct,,,,
628,"And so with that kind of change in the installed base and with the services that we have now and others that we are working on, I think this is just a huge opportunity for us and feel very good about the track that we're on.",Again the great thing about services is there are several services that make up the total that are growing nicely. And I think the other good news is that because our active installed base is at such a level that last quarter we said that we had exceeded 1.3 billion. This year – were not going to release this number every quarter but weve obviously grown again. And its growing at a double digit number on a year-over-year basis.,2018,Q2,2,"And so with that kind of change in the installed base and with the services that we have now and others that we are working on, I think this is just a huge opportunity for us and feel very good about the track that we're on. Again the great thing about services is there are several services that make up the total that are growing nicely. And I think the other good news is that because our active installed base is at such a level that last quarter we said that we had exceeded 1.3 billion. This year – were not going to release this number every quarter but weve obviously grown again. And its growing at a double digit number on a year-over-year basis.",0,Wrong,,,,
1627,There are two broad sets of improvements that I think we need to make.,One are to the capture and sharing tools that we offer. So the example of that is the new camera that were working on and all the creative tools around that. And then on the other hand we also need to improve the infrastructure to deliver the best videos to people and do that quickly.,2016,Q3,0,There are two broad sets of improvements that I think we need to make. One are to the capture and sharing tools that we offer. So the example of that is the new camera that were working on and all the creative tools around that. And then on the other hand we also need to improve the infrastructure to deliver the best videos to people and do that quickly.,0,Correct,,,,
188,"But in general, we feel good about the growth in the quarter.",We think it was a Q4 in particular was a great quarter for customers that retail there is a lot of strength in the retail part of the businesses the teams here had done a great job planning preparing and then executing on the quarter. AWS maintained a very strong growth rate and continued to deliver for customers. We had a great Reinvent Conference in the quarter.,2018,Q4,2,"But in general, we feel good about the growth in the quarter. We think it was a Q4 in particular was a great quarter for customers that retail there is a lot of strength in the retail part of the businesses the teams here had done a great job planning preparing and then executing on the quarter. AWS maintained a very strong growth rate and continued to deliver for customers. We had a great Reinvent Conference in the quarter.",2,Correct,,,,
973,"And we think more and more people will do that, particularly as we do a better job of combining the interfaces.",So for example you can buy now in one interface on Facebook Instagram and Audience Network.,2016,Q2,0,"And we think more and more people will do that, particularly as we do a better job of combining the interfaces. So for example you can buy now in one interface on Facebook Instagram and Audience Network.",0,Correct,,,,
